,rep,s,p,m,MaxDev,epsilon
0,9.0,10.0,12.0,34.0,0.07181294649841832,0.05
0,9.0,10.0,13.0,32.0,0.0668643936355883,0.05
0,9.0,10.0,14.0,31.0,0.06455936907687794,0.05
0,9.0,10.0,15.0,32.0,0.06458430869671966,0.05
0,9.0,10.0,16.0,33.0,0.06249749501348837,0.05
0,9.0,10.0,17.0,32.0,0.05877816970069168,0.05
0,9.0,10.0,18.0,31.0,0.05972578046653599,0.05
0,9.0,10.0,19.0,30.0,0.06299038080333941,0.05
0,9.0,10.0,20.0,31.0,0.0604708387331741,0.05
0,9.0,10.0,21.0,30.0,0.0582844443915428,0.05
0,9.0,10.0,22.0,30.0,0.05769370603928617,0.05
0,9.0,10.0,23.0,31.0,0.056509820465320104,0.05
0,9.0,10.0,24.0,30.0,0.0552237987704068,0.05
0,9.0,10.0,25.0,31.0,0.05356372790312082,0.05
0,9.0,10.0,26.0,31.0,0.05229428996107307,0.05
0,9.0,10.0,27.0,30.0,0.0515357140382913,0.05
0,9.0,10.0,28.0,30.0,0.051824980336968314,0.05
0,9.0,10.0,29.0,30.0,0.051085444897413616,0.05
0,17.0,10.0,2.0,66.0,0.1759286489452949,0.05
0,9.0,10.0,3.0,60.0,0.14531466418087013,0.05
0,9.0,10.0,4.0,55.0,0.1247337903132324,0.05
0,9.0,10.0,5.0,46.0,0.12121630831317089,0.05
0,9.0,10.0,6.0,44.0,0.11163504694187555,0.05
0,9.0,10.0,7.0,42.0,0.09947302602366852,0.05
0,9.0,10.0,8.0,39.0,0.09482613354615332,0.05
0,9.0,10.0,9.0,40.0,0.0862858257247087,0.05
0,9.0,10.0,10.0,37.0,0.08186602738809667,0.05
0,9.0,10.0,11.0,35.0,0.07692363703021368,0.05
0,9.0,10.0,12.0,36.0,0.07202027345826931,0.05
0,9.0,10.0,13.0,34.0,0.07372875579177911,0.05
0,9.0,10.0,14.0,34.0,0.07100315046190907,0.05
0,9.0,10.0,15.0,33.0,0.07147749645768399,0.05
0,9.0,10.0,16.0,32.0,0.0706311734277207,0.05
0,9.0,10.0,17.0,31.0,0.0681483486159875,0.05
0,9.0,10.0,18.0,31.0,0.0629345244085055,0.05
0,9.0,10.0,19.0,30.0,0.06672621688529701,0.05
0,9.0,10.0,20.0,30.0,0.061964188563624796,0.05
0,9.0,10.0,21.0,31.0,0.061040710536718175,0.05
0,9.0,10.0,22.0,30.0,0.06369892480260399,0.05
0,9.0,10.0,23.0,30.0,0.059299673318656036,0.05
0,9.0,10.0,24.0,29.0,0.0575112617843357,0.05
0,9.0,10.0,25.0,29.0,0.05150080590473261,0.05
0,9.0,10.0,26.0,29.0,0.052128274377202743,0.05
0,9.0,10.0,27.0,30.0,0.049201812105231904,0.05
0,9.0,10.0,28.0,29.0,0.048818463907524055,0.05
0,18.0,10.0,2.0,78.0,0.1845657601005682,0.05
0,9.0,10.0,3.0,55.0,0.1505127903242352,0.05
0,9.0,10.0,4.0,55.0,0.12209368904975818,0.05
0,9.0,10.0,5.0,53.0,0.11170539223894978,0.05
0,9.0,10.0,6.0,46.0,0.11022643638420006,0.05
0,9.0,10.0,7.0,45.0,0.11384032134083416,0.05
0,9.0,10.0,8.0,40.0,0.10156302349977074,0.05
0,9.0,10.0,9.0,41.0,0.09281807110202703,0.05
0,9.0,10.0,10.0,37.0,0.08399159119199602,0.05
0,9.0,10.0,11.0,38.0,0.07973810193250222,0.05
0,9.0,10.0,12.0,40.0,0.07644383840679358,0.05
0,9.0,10.0,13.0,39.0,0.0772419897693643,0.05
0,9.0,10.0,14.0,37.0,0.07045196512448905,0.05
0,9.0,10.0,15.0,37.0,0.0655394384092726,0.05
0,9.0,10.0,16.0,36.0,0.0675556594872351,0.05
0,9.0,10.0,17.0,35.0,0.07089520512533296,0.05
0,9.0,10.0,18.0,34.0,0.0668784914929376,0.05
0,9.0,10.0,19.0,33.0,0.06639431918732952,0.05
0,9.0,10.0,20.0,32.0,0.05850629169646759,0.05
0,9.0,10.0,21.0,32.0,0.0524288309736182,0.05
0,9.0,10.0,22.0,31.0,0.05205746513621747,0.05
0,9.0,10.0,23.0,30.0,0.05071155743463598,0.05
0,9.0,10.0,24.0,29.0,0.04934779773178751,0.05
0,9.0,10.0,25.0,29.0,0.05019935224094973,0.05
0,9.0,10.0,26.0,29.0,0.050127961402473005,0.05
0,9.0,10.0,27.0,28.0,0.04690176156946432,0.05
0,19.0,10.0,2.0,61.0,0.18401437269001444,0.05
0,9.0,10.0,3.0,55.0,0.1366228037886987,0.05
0,9.0,10.0,4.0,54.0,0.12107450740495736,0.05
0,9.0,10.0,5.0,48.0,0.10901739295569879,0.05
0,9.0,10.0,6.0,49.0,0.10878361222971326,0.05
0,9.0,10.0,7.0,43.0,0.09523461903394305,0.05
0,9.0,10.0,8.0,47.0,0.09161937697210965,0.05
0,9.0,10.0,9.0,44.0,0.08093545142037725,0.05
0,9.0,10.0,10.0,41.0,0.07626066191840582,0.05
0,9.0,10.0,11.0,38.0,0.07385411221960449,0.05
0,9.0,10.0,12.0,37.0,0.07391860827485061,0.05
0,9.0,10.0,13.0,36.0,0.06983920278842021,0.05
0,9.0,10.0,14.0,34.0,0.06750540638236735,0.05
0,9.0,10.0,15.0,35.0,0.0655199241487469,0.05
0,9.0,10.0,16.0,36.0,0.0682756758650543,0.05
0,9.0,10.0,17.0,34.0,0.06487927944087042,0.05
0,9.0,10.0,18.0,34.0,0.06308182414817243,0.05
0,9.0,10.0,19.0,33.0,0.060967050938925064,0.05
0,9.0,10.0,20.0,31.0,0.057431703948030224,0.05
0,9.0,10.0,21.0,31.0,0.05782254328477207,0.05
0,9.0,10.0,22.0,30.0,0.057441745405690164,0.05
0,9.0,10.0,23.0,29.0,0.057051689854719166,0.05
0,9.0,10.0,24.0,32.0,0.054312962046973,0.05
0,9.0,10.0,25.0,32.0,0.049453753827206,0.05
0,9.0,10.0,26.0,31.0,0.052006045903302586,0.05
0,9.0,10.0,27.0,31.0,0.05080491133838632,0.05
0,9.0,10.0,28.0,30.0,0.05274528474429401,0.05
0,9.0,10.0,29.0,29.0,0.054728749269390774,0.05
0,20.0,10.0,2.0,66.0,0.1761597613301669,0.05
0,9.0,10.0,3.0,51.0,0.16148898519735913,0.05
0,9.0,10.0,4.0,50.0,0.14360902258465824,0.05
0,9.0,10.0,5.0,48.0,0.12066668189091759,0.05
0,9.0,10.0,6.0,43.0,0.111086972417188,0.05
0,9.0,10.0,7.0,40.0,0.10186192593251887,0.05
0,9.0,10.0,8.0,37.0,0.08829361127470105,0.05
0,9.0,10.0,9.0,36.0,0.0907147777356024,0.05
0,9.0,10.0,10.0,34.0,0.08696186564494521,0.05
0,9.0,10.0,11.0,35.0,0.07631840407121834,0.05
0,9.0,10.0,12.0,34.0,0.07421100856467303,0.05
0,9.0,10.0,13.0,35.0,0.08027143440264956,0.05
0,9.0,10.0,14.0,35.0,0.07457172171811222,0.05
0,9.0,10.0,15.0,34.0,0.07356788581685245,0.05
0,9.0,10.0,16.0,33.0,0.06704977440379921,0.05
0,9.0,10.0,17.0,33.0,0.06296222396104358,0.05
0,9.0,10.0,18.0,32.0,0.06232455098491813,0.05
0,9.0,10.0,19.0,31.0,0.06018290801748454,0.05
0,9.0,10.0,20.0,32.0,0.059593999759151944,0.05
0,9.0,10.0,21.0,31.0,0.05819940313081267,0.05
0,9.0,10.0,22.0,32.0,0.05856951363148832,0.05
0,9.0,10.0,23.0,32.0,0.060882165086243646,0.05
0,9.0,10.0,24.0,31.0,0.05752847522886767,0.05
0,9.0,10.0,25.0,32.0,0.05344728840370394,0.05
0,9.0,10.0,26.0,31.0,0.055259674900084085,0.05
0,9.0,10.0,27.0,30.0,0.054196238341993434,0.05
0,9.0,10.0,28.0,30.0,0.055181017733155174,0.05
0,9.0,10.0,29.0,29.0,0.054142426428394584,0.05
0,21.0,10.0,2.0,56.0,0.19946416647502932,0.05
0,9.0,10.0,3.0,59.0,0.14003558777910768,0.05
0,9.0,10.0,4.0,54.0,0.12317616917884819,0.05
0,9.0,10.0,5.0,53.0,0.1113411310772723,0.05
0,9.0,10.0,6.0,46.0,0.10271474530386414,0.05
0,9.0,10.0,7.0,49.0,0.09835199153991034,0.05
0,9.0,10.0,8.0,46.0,0.09128571067718944,0.05
0,9.0,10.0,9.0,42.0,0.08517225832795874,0.05
0,9.0,10.0,10.0,40.0,0.08629852510789301,0.05
0,9.0,10.0,11.0,37.0,0.07662911375098569,0.05
0,9.0,10.0,12.0,36.0,0.07541237082158185,0.05
0,9.0,10.0,13.0,35.0,0.07174500770651357,0.05
0,9.0,10.0,14.0,32.0,0.07302431142192099,0.05
0,9.0,10.0,15.0,31.0,0.06980191853292271,0.05
0,9.0,10.0,16.0,31.0,0.06708132448716426,0.05
0,9.0,10.0,17.0,33.0,0.0630392843673789,0.05
0,9.0,10.0,18.0,31.0,0.06098897845154247,0.05
0,9.0,10.0,19.0,30.0,0.06165813716928043,0.05
0,9.0,10.0,20.0,30.0,0.05772777469499159,0.05
0,9.0,10.0,21.0,30.0,0.05475481401523964,0.05
0,9.0,10.0,22.0,31.0,0.05492734046827184,0.05
0,9.0,10.0,23.0,31.0,0.051713119174884976,0.05
0,9.0,10.0,24.0,32.0,0.05087197889339464,0.05
0,9.0,10.0,25.0,31.0,0.05307427351277368,0.05
0,9.0,10.0,26.0,30.0,0.04970554498179821,0.05
0,9.0,10.0,27.0,31.0,0.05325048957376313,0.05
0,9.0,10.0,28.0,31.0,0.05435683564422113,0.05
0,9.0,10.0,29.0,31.0,0.05079700003565683,0.05
0,9.0,10.0,30.0,30.0,0.04805890868586991,0.05
0,22.0,10.0,2.0,71.0,0.17453480235014937,0.05
0,9.0,10.0,3.0,62.0,0.1470332343778735,0.05
0,9.0,10.0,4.0,52.0,0.12282143584571836,0.05
0,9.0,10.0,5.0,53.0,0.12370464869895353,0.05
0,9.0,10.0,6.0,45.0,0.1036034885282705,0.05
0,9.0,10.0,7.0,40.0,0.09938119566101808,0.05
0,9.0,10.0,8.0,39.0,0.09326421838679531,0.05
0,9.0,10.0,9.0,37.0,0.08410276444105358,0.05
0,9.0,10.0,10.0,37.0,0.08176435231689265,0.05
0,9.0,10.0,11.0,35.0,0.07594608906480631,0.05
0,9.0,10.0,12.0,35.0,0.07274915346130517,0.05
0,9.0,10.0,13.0,34.0,0.07106834486337832,0.05
0,9.0,10.0,14.0,34.0,0.0674141631451255,0.05
0,9.0,10.0,15.0,33.0,0.06736964786981868,0.05
0,9.0,10.0,16.0,36.0,0.062245604833892215,0.05
0,9.0,10.0,17.0,34.0,0.057429795503372016,0.05
0,9.0,10.0,18.0,33.0,0.05793931594041369,0.05
0,9.0,10.0,19.0,32.0,0.056381098682516256,0.05
0,9.0,10.0,20.0,32.0,0.05469572055757679,0.05
0,9.0,10.0,21.0,32.0,0.05411677372315701,0.05
0,9.0,10.0,22.0,31.0,0.058407227053560884,0.05
0,9.0,10.0,23.0,33.0,0.060579630043632926,0.05
0,9.0,10.0,24.0,32.0,0.05635917183247714,0.05
0,9.0,10.0,25.0,31.0,0.05461642851720345,0.05
0,9.0,10.0,26.0,31.0,0.05332370987171297,0.05
0,9.0,10.0,27.0,31.0,0.05447057670524189,0.05
0,9.0,10.0,28.0,31.0,0.05156130323435528,0.05
0,9.0,10.0,29.0,33.0,0.05059909139202572,0.05
0,9.0,10.0,30.0,32.0,0.05162078186891852,0.05
0,9.0,10.0,31.0,31.0,0.049888242274936614,0.05
0,23.0,10.0,2.0,64.0,0.18659425764411777,0.05
0,9.0,10.0,3.0,58.0,0.1469587781365622,0.05
0,9.0,10.0,4.0,66.0,0.13370186116203575,0.05
0,9.0,10.0,5.0,59.0,0.11060968777661466,0.05
0,9.0,10.0,6.0,52.0,0.10124639630458544,0.05
0,9.0,10.0,7.0,45.0,0.09141441113911891,0.05
0,9.0,10.0,8.0,42.0,0.08447068495680071,0.05
0,9.0,10.0,9.0,43.0,0.08296460074892736,0.05
0,9.0,10.0,10.0,40.0,0.07803358999905091,0.05
0,9.0,10.0,11.0,37.0,0.07161704120035571,0.05
0,9.0,10.0,12.0,37.0,0.07013594829257944,0.05
0,9.0,10.0,13.0,35.0,0.0714210209515531,0.05
0,9.0,10.0,14.0,34.0,0.07062047199303428,0.05
0,9.0,10.0,15.0,33.0,0.06913932477827671,0.05
0,9.0,10.0,16.0,32.0,0.06699663054626405,0.05
0,9.0,10.0,17.0,31.0,0.059755629995396055,0.05
0,9.0,10.0,18.0,30.0,0.059109568955328075,0.05
0,9.0,10.0,19.0,31.0,0.05504027859753962,0.05
0,9.0,10.0,20.0,30.0,0.059127363050996695,0.05
0,9.0,10.0,21.0,29.0,0.058358300079104655,0.05
0,9.0,10.0,22.0,30.0,0.05265457597595605,0.05
0,9.0,10.0,23.0,31.0,0.05132255150526652,0.05
0,9.0,10.0,24.0,30.0,0.049518786093292785,0.05
0,9.0,10.0,25.0,28.0,0.052346638981324405,0.05
0,9.0,10.0,26.0,29.0,0.04962034994496048,0.05
0,9.0,10.0,27.0,30.0,0.047979597847840255,0.05
0,9.0,10.0,28.0,29.0,0.04665755036904594,0.05
0,24.0,10.0,2.0,68.0,0.18938223580558897,0.05
0,9.0,10.0,3.0,53.0,0.16234994159741742,0.05
0,9.0,10.0,4.0,47.0,0.13003127551518717,0.05
0,9.0,10.0,5.0,45.0,0.11364676691997432,0.05
0,9.0,10.0,6.0,44.0,0.10256691823213707,0.05
0,9.0,10.0,7.0,45.0,0.09853263819197643,0.05
0,9.0,10.0,8.0,40.0,0.09355204205958496,0.05
0,9.0,10.0,9.0,38.0,0.08451953315916463,0.05
0,9.0,10.0,10.0,38.0,0.07914485855869367,0.05
0,9.0,10.0,11.0,35.0,0.07999761070655612,0.05
0,9.0,10.0,12.0,36.0,0.07931789824142443,0.05
0,9.0,10.0,13.0,35.0,0.0716601476451891,0.05
0,9.0,10.0,14.0,34.0,0.0711755119132939,0.05
0,9.0,10.0,15.0,32.0,0.06860048707580749,0.05
0,9.0,10.0,16.0,34.0,0.06446137812051826,0.05
0,9.0,10.0,17.0,33.0,0.06523916062652495,0.05
0,9.0,10.0,18.0,33.0,0.06015148600852655,0.05
0,9.0,10.0,19.0,33.0,0.06141882961343879,0.05
0,9.0,10.0,20.0,32.0,0.0588659681410795,0.05
0,9.0,10.0,21.0,32.0,0.05816449924681618,0.05
0,9.0,10.0,22.0,30.0,0.05588630372893341,0.05
0,9.0,10.0,23.0,31.0,0.05734937497279709,0.05
0,9.0,10.0,24.0,30.0,0.05408663580181592,0.05
0,9.0,10.0,25.0,30.0,0.0492108135631704,0.05
0,9.0,10.0,26.0,30.0,0.051788401199217425,0.05
0,9.0,10.0,27.0,29.0,0.04853790838869567,0.05
0,9.0,10.0,28.0,29.0,0.048469572312087136,0.05
0,25.0,10.0,2.0,61.0,0.1754527764681155,0.05
0,9.0,10.0,3.0,58.0,0.15760465554575695,0.05
0,9.0,10.0,4.0,56.0,0.13282123914637683,0.05
0,9.0,10.0,5.0,63.0,0.11882884292264864,0.05
0,9.0,10.0,6.0,53.0,0.11060560663463895,0.05
0,9.0,10.0,7.0,45.0,0.10033744277658005,0.05
0,9.0,10.0,8.0,41.0,0.10047822138330696,0.05
0,9.0,10.0,9.0,42.0,0.08710471241178451,0.05
0,9.0,10.0,10.0,39.0,0.08724877852969552,0.05
0,9.0,10.0,11.0,39.0,0.07852195841372812,0.05
0,9.0,10.0,12.0,38.0,0.07079719898544519,0.05
0,9.0,10.0,13.0,37.0,0.07101729813943702,0.05
0,9.0,10.0,14.0,36.0,0.06695350071728026,0.05
0,9.0,10.0,15.0,35.0,0.06477820278277702,0.05
0,9.0,10.0,16.0,34.0,0.06306115622085474,0.05
0,9.0,10.0,17.0,36.0,0.06075903027217788,0.05
0,9.0,10.0,18.0,35.0,0.06348681147011134,0.05
0,9.0,10.0,19.0,33.0,0.06026523919548451,0.05
0,9.0,10.0,20.0,34.0,0.05856358097225669,0.05
0,9.0,10.0,21.0,34.0,0.05536746422252157,0.05
0,9.0,10.0,22.0,32.0,0.05608614870020694,0.05
0,9.0,10.0,23.0,31.0,0.05490046306938723,0.05
0,9.0,10.0,24.0,31.0,0.054586625107175754,0.05
0,9.0,10.0,25.0,30.0,0.05224269406090668,0.05
0,9.0,10.0,26.0,31.0,0.0549701702590543,0.05
0,9.0,10.0,27.0,31.0,0.05371457012281245,0.05
0,9.0,10.0,28.0,30.0,0.048262439713223936,0.05
0,9.0,10.0,29.0,30.0,0.04761772091385814,0.05
0,26.0,10.0,2.0,59.0,0.1797002174060571,0.05
0,9.0,10.0,3.0,60.0,0.14033516846596797,0.05
0,9.0,10.0,4.0,53.0,0.11914949714448811,0.05
0,9.0,10.0,5.0,46.0,0.10480776102016687,0.05
0,9.0,10.0,6.0,41.0,0.09628862902297351,0.05
0,9.0,10.0,7.0,39.0,0.09090515729828894,0.05
0,9.0,10.0,8.0,40.0,0.08664209135172557,0.05
0,9.0,10.0,9.0,41.0,0.08934798798430385,0.05
0,9.0,10.0,10.0,38.0,0.08395257942129328,0.05
0,9.0,10.0,11.0,40.0,0.07466387487914314,0.05
0,9.0,10.0,12.0,37.0,0.07058301329824901,0.05
0,9.0,10.0,13.0,36.0,0.07223605540760289,0.05
0,9.0,10.0,14.0,35.0,0.07339542429955295,0.05
0,9.0,10.0,15.0,35.0,0.07453577858044318,0.05
0,9.0,10.0,16.0,33.0,0.07435207078071862,0.05
0,9.0,10.0,17.0,34.0,0.07259247609529132,0.05
0,9.0,10.0,18.0,34.0,0.0719886259768065,0.05
0,9.0,10.0,19.0,35.0,0.06838533565065597,0.05
0,9.0,10.0,20.0,35.0,0.06854421976728352,0.05
0,9.0,10.0,21.0,34.0,0.07144187781636155,0.05
0,9.0,10.0,22.0,33.0,0.06548026762793639,0.05
0,9.0,10.0,23.0,33.0,0.06234923453799423,0.05
0,9.0,10.0,24.0,32.0,0.06205409130113335,0.05
0,9.0,10.0,25.0,32.0,0.05733673903386797,0.05
0,9.0,10.0,26.0,32.0,0.052338003713823564,0.05
0,9.0,10.0,27.0,31.0,0.051489139017230685,0.05
0,9.0,10.0,28.0,31.0,0.0531639443714395,0.05
0,9.0,10.0,29.0,30.0,0.049205306433884224,0.05
0,27.0,10.0,2.0,62.0,0.19078926059623816,0.05
0,9.0,10.0,3.0,51.0,0.14917738470708922,0.05
0,9.0,10.0,4.0,57.0,0.12398116502894287,0.05
0,9.0,10.0,5.0,51.0,0.11138336972442484,0.05
0,9.0,10.0,6.0,48.0,0.09813352988136471,0.05
0,9.0,10.0,7.0,42.0,0.09432782954165768,0.05
0,9.0,10.0,8.0,42.0,0.09024612347625145,0.05
0,9.0,10.0,9.0,39.0,0.09376733872202066,0.05
0,9.0,10.0,10.0,39.0,0.08175804113124598,0.05
0,9.0,10.0,11.0,37.0,0.07548324429475349,0.05
0,9.0,10.0,12.0,39.0,0.07383705469447462,0.05
0,9.0,10.0,13.0,38.0,0.07248806172426639,0.05
0,9.0,10.0,14.0,35.0,0.06509865587087765,0.05
0,9.0,10.0,15.0,34.0,0.06563473433978645,0.05
0,9.0,10.0,16.0,34.0,0.06887305443089597,0.05
0,9.0,10.0,17.0,32.0,0.06700415542424266,0.05
0,9.0,10.0,18.0,32.0,0.06017845365404768,0.05
0,9.0,10.0,19.0,31.0,0.058967511922927277,0.05
0,9.0,10.0,20.0,31.0,0.058733456809938404,0.05
0,9.0,10.0,21.0,31.0,0.05470451900923683,0.05
0,9.0,10.0,22.0,30.0,0.053915172903680565,0.05
0,9.0,10.0,23.0,29.0,0.05504464528220872,0.05
0,9.0,10.0,24.0,29.0,0.05676800402900052,0.05
0,9.0,10.0,25.0,29.0,0.054987540397205534,0.05
0,9.0,10.0,26.0,29.0,0.051948370054736424,0.05
0,9.0,10.0,27.0,29.0,0.050925209768298556,0.05
0,9.0,10.0,28.0,28.0,0.05052054121793589,0.05
0,28.0,10.0,2.0,61.0,0.18424476827034977,0.05
0,9.0,10.0,3.0,51.0,0.145204748237125,0.05
0,9.0,10.0,4.0,50.0,0.13083129850000455,0.05
0,9.0,10.0,5.0,45.0,0.13259125072737724,0.05
0,9.0,10.0,6.0,45.0,0.12366119055093691,0.05
0,9.0,10.0,7.0,42.0,0.11674808045651214,0.05
0,9.0,10.0,8.0,44.0,0.09941089619997064,0.05
0,9.0,10.0,9.0,40.0,0.09427609250446636,0.05
0,9.0,10.0,10.0,39.0,0.09542412377794193,0.05
0,9.0,10.0,11.0,36.0,0.0798434932019106,0.05
0,9.0,10.0,12.0,35.0,0.07436861908775368,0.05
0,9.0,10.0,13.0,36.0,0.07079327387745661,0.05
0,9.0,10.0,14.0,35.0,0.06513989254214936,0.05
0,9.0,10.0,15.0,33.0,0.06266024441578397,0.05
0,9.0,10.0,16.0,33.0,0.06464378088346269,0.05
0,9.0,10.0,17.0,32.0,0.05730207025718649,0.05
0,9.0,10.0,18.0,32.0,0.056914043068578155,0.05
0,9.0,10.0,19.0,31.0,0.057521676962770815,0.05
0,9.0,10.0,20.0,30.0,0.0544271144226196,0.05
0,9.0,10.0,21.0,30.0,0.05386139309156445,0.05
0,9.0,10.0,22.0,30.0,0.05849857583815957,0.05
0,9.0,10.0,23.0,29.0,0.05738532384223893,0.05
0,9.0,10.0,24.0,28.0,0.05402249191851803,0.05
0,9.0,10.0,25.0,28.0,0.05318804036083741,0.05
0,9.0,10.0,26.0,30.0,0.05110137638135313,0.05
0,9.0,10.0,27.0,29.0,0.04882988903604326,0.05
0,9.0,10.0,28.0,28.0,0.048154084216445354,0.05
0,29.0,10.0,2.0,88.0,0.19669586090701813,0.05
0,9.0,10.0,3.0,62.0,0.15557773236499597,0.05
0,9.0,10.0,4.0,58.0,0.1329563013648195,0.05
0,9.0,10.0,5.0,48.0,0.12984823291888645,0.05
0,9.0,10.0,6.0,45.0,0.12453822148293534,0.05
0,9.0,10.0,7.0,39.0,0.09957739352423296,0.05
0,9.0,10.0,8.0,39.0,0.09125751915080794,0.05
0,9.0,10.0,9.0,38.0,0.09977684404198879,0.05
0,9.0,10.0,10.0,40.0,0.09021981914422914,0.05
0,9.0,10.0,11.0,37.0,0.07716682798117948,0.05
0,9.0,10.0,12.0,38.0,0.07211570532192237,0.05
0,9.0,10.0,13.0,40.0,0.07118893313008713,0.05
0,9.0,10.0,14.0,38.0,0.0701523440972406,0.05
0,9.0,10.0,15.0,36.0,0.06680546779206854,0.05
0,9.0,10.0,16.0,38.0,0.06571234278957995,0.05
0,9.0,10.0,17.0,37.0,0.060617262839419324,0.05
0,9.0,10.0,18.0,35.0,0.05882838289680319,0.05
0,9.0,10.0,19.0,34.0,0.06041896967260598,0.05
0,9.0,10.0,20.0,34.0,0.059861089379378556,0.05
0,9.0,10.0,21.0,33.0,0.05693371209047149,0.05
0,9.0,10.0,22.0,32.0,0.05463247434166417,0.05
0,9.0,10.0,23.0,32.0,0.05301529239384758,0.05
0,9.0,10.0,24.0,31.0,0.057135992846310976,0.05
0,9.0,10.0,25.0,31.0,0.05392723183117748,0.05
0,9.0,10.0,26.0,30.0,0.05294294395790415,0.05
0,9.0,10.0,27.0,30.0,0.05135257213757592,0.05
0,9.0,10.0,28.0,29.0,0.05248367315848652,0.05
