,rep,s,p,m,MaxDev,epsilon
0,9.0,10.0,25.0,30.0,0.059158278919491894,0.05
0,9.0,10.0,26.0,29.0,0.05675646199227652,0.05
0,9.0,10.0,27.0,29.0,0.05524981977650619,0.05
0,9.0,10.0,28.0,28.0,0.05255738470063849,0.05
0,5.0,10.0,2.0,64.0,0.2092153964886156,0.05
0,9.0,10.0,3.0,55.0,0.16071469321194487,0.05
0,9.0,10.0,4.0,49.0,0.12925079794354447,0.05
0,9.0,10.0,5.0,42.0,0.11056602605352442,0.05
0,9.0,10.0,6.0,44.0,0.10312904515974011,0.05
0,9.0,10.0,7.0,40.0,0.09423829684753386,0.05
0,9.0,10.0,8.0,38.0,0.09276155277386965,0.05
0,9.0,10.0,9.0,36.0,0.0940118300256989,0.05
0,9.0,10.0,10.0,36.0,0.08370451974787772,0.05
0,9.0,10.0,11.0,36.0,0.07848635350169203,0.05
0,9.0,10.0,12.0,34.0,0.07081369154946028,0.05
0,9.0,10.0,13.0,34.0,0.06720663767674463,0.05
0,9.0,10.0,14.0,36.0,0.06520642339162186,0.05
0,9.0,10.0,15.0,36.0,0.06386897052251762,0.05
0,9.0,10.0,16.0,34.0,0.06239425786537967,0.05
0,9.0,10.0,17.0,33.0,0.0598352359293281,0.05
0,9.0,10.0,18.0,36.0,0.05884682037974567,0.05
0,9.0,10.0,19.0,35.0,0.055982441700864194,0.05
0,9.0,10.0,20.0,36.0,0.05411446923598918,0.05
0,9.0,10.0,21.0,36.0,0.05325069201807269,0.05
0,9.0,10.0,22.0,36.0,0.055308589762571164,0.05
0,9.0,10.0,23.0,35.0,0.05388181224054676,0.05
0,9.0,10.0,24.0,34.0,0.05353852952210236,0.05
0,9.0,10.0,25.0,33.0,0.05162086166512437,0.05
0,9.0,10.0,26.0,32.0,0.051017533681407976,0.05
0,9.0,10.0,27.0,31.0,0.05166808574876815,0.05
0,9.0,10.0,28.0,30.0,0.048386893801734804,0.05
0,9.0,10.0,29.0,29.0,0.047924788220540686,0.05
0,6.0,10.0,2.0,53.0,0.2189810282637536,0.05
0,9.0,10.0,3.0,64.0,0.13878120423438353,0.05
0,9.0,10.0,4.0,55.0,0.1365070916657932,0.05
0,9.0,10.0,5.0,48.0,0.1224902886330884,0.05
0,9.0,10.0,6.0,44.0,0.10159630656252437,0.05
0,9.0,10.0,7.0,50.0,0.09805452070963751,0.05
0,9.0,10.0,8.0,44.0,0.09695116381977385,0.05
0,9.0,10.0,9.0,41.0,0.08292989309645118,0.05
0,9.0,10.0,10.0,40.0,0.07577492206125402,0.05
0,9.0,10.0,11.0,40.0,0.07480351177769387,0.05
0,9.0,10.0,12.0,38.0,0.07062019665358296,0.05
0,9.0,10.0,13.0,37.0,0.07104116567585414,0.05
0,9.0,10.0,14.0,36.0,0.06595287391625396,0.05
0,9.0,10.0,15.0,34.0,0.06368138812403179,0.05
0,9.0,10.0,16.0,33.0,0.06090790665464144,0.05
0,9.0,10.0,17.0,33.0,0.061623429174358084,0.05
0,9.0,10.0,18.0,33.0,0.056680694054191655,0.05
0,9.0,10.0,19.0,31.0,0.061692748900856964,0.05
0,9.0,10.0,20.0,31.0,0.060536558720811776,0.05
0,9.0,10.0,21.0,31.0,0.057806811738942476,0.05
0,9.0,10.0,22.0,31.0,0.057265088849781765,0.05
0,9.0,10.0,23.0,30.0,0.05755886228796557,0.05
0,9.0,10.0,24.0,29.0,0.054461284424798785,0.05
0,9.0,10.0,25.0,29.0,0.05085934665691581,0.05
0,9.0,10.0,26.0,28.0,0.05083466416204283,0.05
0,9.0,10.0,27.0,28.0,0.049704999853266395,0.05
0,7.0,10.0,2.0,59.0,0.19228602123724267,0.05
0,9.0,10.0,3.0,54.0,0.15119865532838275,0.05
0,9.0,10.0,4.0,54.0,0.1269931867802847,0.05
0,9.0,10.0,5.0,46.0,0.12068084247870088,0.05
0,9.0,10.0,6.0,42.0,0.10881554912154826,0.05
0,9.0,10.0,7.0,39.0,0.10255766547037111,0.05
0,9.0,10.0,8.0,39.0,0.09107900057253493,0.05
0,9.0,10.0,9.0,36.0,0.08750050905810855,0.05
0,9.0,10.0,10.0,37.0,0.08308844937408229,0.05
0,9.0,10.0,11.0,35.0,0.07666025743763354,0.05
0,9.0,10.0,12.0,34.0,0.08350814543226913,0.05
0,9.0,10.0,13.0,36.0,0.08093888349486114,0.05
0,9.0,10.0,14.0,35.0,0.07926868628804402,0.05
0,9.0,10.0,15.0,37.0,0.072872880792013,0.05
0,9.0,10.0,16.0,36.0,0.06850952848446709,0.05
0,9.0,10.0,17.0,35.0,0.06495840222366696,0.05
0,9.0,10.0,18.0,36.0,0.06509066127901482,0.05
0,9.0,10.0,19.0,35.0,0.061793747536259526,0.05
0,9.0,10.0,20.0,33.0,0.06023438675019775,0.05
0,9.0,10.0,21.0,34.0,0.05968673305680972,0.05
0,9.0,10.0,22.0,35.0,0.059453251855830044,0.05
0,9.0,10.0,23.0,33.0,0.06051563460461501,0.05
0,9.0,10.0,24.0,33.0,0.05822584257431601,0.05
0,9.0,10.0,25.0,32.0,0.05696327754309798,0.05
0,9.0,10.0,26.0,31.0,0.05773962777810864,0.05
0,9.0,10.0,27.0,31.0,0.05415002115703924,0.05
0,9.0,10.0,28.0,30.0,0.05470819701587273,0.05
0,9.0,10.0,29.0,29.0,0.048408250619722294,0.05
0,8.0,10.0,2.0,69.0,0.18223492013376566,0.05
0,9.0,10.0,3.0,52.0,0.15462901783818458,0.05
0,9.0,10.0,4.0,46.0,0.1390234877955625,0.05
0,9.0,10.0,5.0,43.0,0.12794026195142322,0.05
0,9.0,10.0,6.0,43.0,0.10548264946340642,0.05
0,9.0,10.0,7.0,43.0,0.09753585861426133,0.05
0,9.0,10.0,8.0,39.0,0.09640044386362201,0.05
0,9.0,10.0,9.0,37.0,0.0942602003109885,0.05
0,9.0,10.0,10.0,36.0,0.08872112403095758,0.05
0,9.0,10.0,11.0,34.0,0.08744176421151141,0.05
0,9.0,10.0,12.0,34.0,0.08135222093394119,0.05
0,9.0,10.0,13.0,33.0,0.07562432767952772,0.05
0,9.0,10.0,14.0,34.0,0.07467888134827184,0.05
0,9.0,10.0,15.0,35.0,0.06779618278119337,0.05
0,9.0,10.0,16.0,35.0,0.06652510060427942,0.05
0,9.0,10.0,17.0,34.0,0.06582573857039486,0.05
0,9.0,10.0,18.0,33.0,0.06441171140520591,0.05
0,9.0,10.0,19.0,32.0,0.0615867303889859,0.05
0,9.0,10.0,20.0,31.0,0.06105118514463476,0.05
0,9.0,10.0,21.0,31.0,0.05823798680096713,0.05
0,9.0,10.0,22.0,30.0,0.05894481021001882,0.05
0,9.0,10.0,23.0,30.0,0.05592603224049665,0.05
0,9.0,10.0,24.0,29.0,0.05041056886155905,0.05
0,9.0,10.0,25.0,29.0,0.050046124488173444,0.05
0,9.0,10.0,26.0,30.0,0.050560957196664424,0.05
0,9.0,10.0,27.0,29.0,0.04695143202695539,0.05
0,9.0,10.0,28.0,29.0,0.046719408281391483,0.05
0,9.0,10.0,2.0,62.0,0.19674464190328741,0.05
0,9.0,10.0,3.0,59.0,0.15574199866970834,0.05
0,9.0,10.0,4.0,52.0,0.12891603954555925,0.05
0,9.0,10.0,5.0,45.0,0.12123095441344969,0.05
0,9.0,10.0,6.0,44.0,0.10583733131396261,0.05
0,9.0,10.0,7.0,41.0,0.1013652678241835,0.05
0,9.0,10.0,8.0,40.0,0.0984058254335839,0.05
0,9.0,10.0,9.0,38.0,0.09848358704813308,0.05
0,9.0,10.0,10.0,37.0,0.08130873846618894,0.05
0,9.0,10.0,11.0,37.0,0.08268403443082886,0.05
0,9.0,10.0,12.0,35.0,0.07593027030714682,0.05
0,9.0,10.0,13.0,35.0,0.0763897864388813,0.05
0,9.0,10.0,14.0,34.0,0.06566134129826795,0.05
0,9.0,10.0,15.0,35.0,0.06496962226888117,0.05
0,9.0,10.0,16.0,34.0,0.0660624085562031,0.05
0,9.0,10.0,17.0,32.0,0.06412219807209453,0.05
0,9.0,10.0,18.0,32.0,0.062011814401997586,0.05
0,9.0,10.0,19.0,31.0,0.06344285570198689,0.05
0,9.0,10.0,20.0,30.0,0.06395234517573448,0.05
0,9.0,10.0,21.0,29.0,0.05940248918094762,0.05
0,9.0,10.0,22.0,30.0,0.0597161770537487,0.05
0,9.0,10.0,23.0,30.0,0.05626756431825868,0.05
0,9.0,10.0,24.0,29.0,0.05597181219579446,0.05
0,9.0,10.0,25.0,28.0,0.05174428660720589,0.05
0,9.0,10.0,26.0,29.0,0.05065951872088561,0.05
0,9.0,10.0,27.0,28.0,0.051173255181171926,0.05
0,10.0,10.0,2.0,77.0,0.1702509595915206,0.05
0,9.0,10.0,3.0,54.0,0.14626854773288545,0.05
0,9.0,10.0,4.0,60.0,0.12041403823013609,0.05
0,9.0,10.0,5.0,51.0,0.10870977052764255,0.05
0,9.0,10.0,6.0,46.0,0.10127969467271812,0.05
0,9.0,10.0,7.0,40.0,0.10034769502428555,0.05
0,9.0,10.0,8.0,41.0,0.09857397857059069,0.05
0,9.0,10.0,9.0,40.0,0.08449791825747968,0.05
0,9.0,10.0,10.0,37.0,0.08127775243106426,0.05
0,9.0,10.0,11.0,39.0,0.07989281905634019,0.05
0,9.0,10.0,12.0,38.0,0.07875441564488074,0.05
0,9.0,10.0,13.0,35.0,0.07398669983637192,0.05
0,9.0,10.0,14.0,33.0,0.06643770807196742,0.05
0,9.0,10.0,15.0,33.0,0.06342188771271526,0.05
0,9.0,10.0,16.0,31.0,0.06350805452862368,0.05
0,9.0,10.0,17.0,31.0,0.06163479474158964,0.05
0,9.0,10.0,18.0,32.0,0.06120036113213752,0.05
0,9.0,10.0,19.0,31.0,0.0644539155003802,0.05
0,9.0,10.0,20.0,32.0,0.06369985827908752,0.05
0,9.0,10.0,21.0,31.0,0.05993060456902326,0.05
0,9.0,10.0,22.0,30.0,0.059774462690973626,0.05
0,9.0,10.0,23.0,29.0,0.05765741364160335,0.05
0,9.0,10.0,24.0,29.0,0.05675763677707283,0.05
0,9.0,10.0,25.0,29.0,0.052752593454651234,0.05
0,9.0,10.0,26.0,30.0,0.05136152537490546,0.05
0,9.0,10.0,27.0,29.0,0.051470867533975714,0.05
0,9.0,10.0,28.0,29.0,0.048291140572492536,0.05
0,11.0,10.0,2.0,56.0,0.17491989650178097,0.05
0,9.0,10.0,3.0,51.0,0.15276167733622611,0.05
0,9.0,10.0,4.0,49.0,0.1287629690770629,0.05
0,9.0,10.0,5.0,49.0,0.11607005638831343,0.05
0,9.0,10.0,6.0,49.0,0.10265226789048204,0.05
0,9.0,10.0,7.0,45.0,0.09425965125781534,0.05
0,9.0,10.0,8.0,40.0,0.09190500712046895,0.05
0,9.0,10.0,9.0,38.0,0.08817738695630005,0.05
0,9.0,10.0,10.0,44.0,0.08292045914811579,0.05
0,9.0,10.0,11.0,44.0,0.07385800299877014,0.05
0,9.0,10.0,12.0,41.0,0.07233966502130483,0.05
0,9.0,10.0,13.0,40.0,0.07785052978566498,0.05
0,9.0,10.0,14.0,38.0,0.07482147074925996,0.05
0,9.0,10.0,15.0,36.0,0.07274669325453244,0.05
0,9.0,10.0,16.0,35.0,0.06672388915219919,0.05
0,9.0,10.0,17.0,35.0,0.06508183607278425,0.05
0,9.0,10.0,18.0,34.0,0.06377812607026867,0.05
0,9.0,10.0,19.0,34.0,0.05732679560137184,0.05
0,9.0,10.0,20.0,32.0,0.05362278727688366,0.05
0,9.0,10.0,21.0,32.0,0.0549219340603365,0.05
0,9.0,10.0,22.0,31.0,0.050552200021251235,0.05
0,9.0,10.0,23.0,31.0,0.05359537341907961,0.05
0,9.0,10.0,24.0,30.0,0.05135072346206513,0.05
0,9.0,10.0,25.0,29.0,0.053840899216416105,0.05
0,9.0,10.0,26.0,29.0,0.05027030710716893,0.05
0,9.0,10.0,27.0,29.0,0.05021721963395754,0.05
0,9.0,10.0,28.0,29.0,0.04696764147020373,0.05
0,12.0,10.0,2.0,69.0,0.17167178980463635,0.05
0,9.0,10.0,3.0,67.0,0.14871296306233472,0.05
0,9.0,10.0,4.0,65.0,0.12427399661212363,0.05
0,9.0,10.0,5.0,58.0,0.10896487815419297,0.05
0,9.0,10.0,6.0,50.0,0.10838832688171161,0.05
0,9.0,10.0,7.0,51.0,0.09681828957153085,0.05
0,9.0,10.0,8.0,48.0,0.09402303455877846,0.05
0,9.0,10.0,9.0,45.0,0.08984523317612139,0.05
0,9.0,10.0,10.0,43.0,0.08203134133438048,0.05
0,9.0,10.0,11.0,40.0,0.08198671262038848,0.05
0,9.0,10.0,12.0,37.0,0.07479737290323858,0.05
0,9.0,10.0,13.0,36.0,0.07259838544288971,0.05
0,9.0,10.0,14.0,34.0,0.06977548574983074,0.05
0,9.0,10.0,15.0,35.0,0.07014628104184989,0.05
0,9.0,10.0,16.0,36.0,0.06273558305211904,0.05
0,9.0,10.0,17.0,35.0,0.06523361302435458,0.05
0,9.0,10.0,18.0,34.0,0.06314208084959716,0.05
0,9.0,10.0,19.0,33.0,0.05515367455714969,0.05
0,9.0,10.0,20.0,32.0,0.055884087253718816,0.05
0,9.0,10.0,21.0,31.0,0.05805477387300124,0.05
0,9.0,10.0,22.0,32.0,0.05329007267468152,0.05
0,9.0,10.0,23.0,31.0,0.051485214642723556,0.05
0,9.0,10.0,24.0,34.0,0.051352491247517486,0.05
0,9.0,10.0,25.0,33.0,0.052228211675742216,0.05
0,9.0,10.0,26.0,32.0,0.050665578077442014,0.05
0,9.0,10.0,27.0,30.0,0.04898851587150933,0.05
0,9.0,10.0,28.0,30.0,0.04562339160378398,0.05
0,9.0,10.0,29.0,29.0,0.047087902284439015,0.05
0,13.0,10.0,2.0,61.0,0.17092508682063642,0.05
0,9.0,10.0,3.0,51.0,0.14503731326719338,0.05
0,9.0,10.0,4.0,49.0,0.1298743432816833,0.05
0,9.0,10.0,5.0,45.0,0.11595884521137315,0.05
0,9.0,10.0,6.0,42.0,0.11288547685765166,0.05
0,9.0,10.0,7.0,43.0,0.09338360477002162,0.05
0,9.0,10.0,8.0,39.0,0.09171270866386598,0.05
0,9.0,10.0,9.0,40.0,0.08669922431815007,0.05
0,9.0,10.0,10.0,37.0,0.07670833491899642,0.05
0,9.0,10.0,11.0,36.0,0.07202650743649108,0.05
0,9.0,10.0,12.0,34.0,0.07125201012754535,0.05
0,9.0,10.0,13.0,34.0,0.06705155152277355,0.05
0,9.0,10.0,14.0,34.0,0.06600364473239323,0.05
0,9.0,10.0,15.0,34.0,0.06368124578419357,0.05
0,9.0,10.0,16.0,33.0,0.06152774836097737,0.05
0,9.0,10.0,17.0,31.0,0.05819175110071482,0.05
0,9.0,10.0,18.0,29.0,0.058538776130486594,0.05
0,9.0,10.0,19.0,31.0,0.055221639371599296,0.05
0,9.0,10.0,20.0,32.0,0.05422218302534594,0.05
0,9.0,10.0,21.0,31.0,0.053361990521250374,0.05
0,9.0,10.0,22.0,33.0,0.04929589184863756,0.05
0,9.0,10.0,23.0,33.0,0.050974168623806784,0.05
0,9.0,10.0,24.0,31.0,0.048708490698988686,0.05
0,9.0,10.0,25.0,30.0,0.051449859068570365,0.05
0,9.0,10.0,26.0,30.0,0.05208097538083076,0.05
0,9.0,10.0,27.0,30.0,0.04755374996113955,0.05
0,9.0,10.0,28.0,30.0,0.04739456418624358,0.05
0,9.0,10.0,29.0,29.0,0.048455925776184454,0.05
0,14.0,10.0,2.0,80.0,0.1781331806890209,0.05
0,9.0,10.0,3.0,59.0,0.15576783934383157,0.05
0,9.0,10.0,4.0,54.0,0.13277766247579528,0.05
0,9.0,10.0,5.0,45.0,0.11117345822771402,0.05
0,9.0,10.0,6.0,42.0,0.09772518789665008,0.05
0,9.0,10.0,7.0,40.0,0.09444577289189274,0.05
0,9.0,10.0,8.0,36.0,0.09097190953394223,0.05
0,9.0,10.0,9.0,36.0,0.08460329289446886,0.05
0,9.0,10.0,10.0,36.0,0.08058005292657239,0.05
0,9.0,10.0,11.0,37.0,0.07648301548860942,0.05
0,9.0,10.0,12.0,35.0,0.07195027422888435,0.05
0,9.0,10.0,13.0,33.0,0.07514266323693461,0.05
0,9.0,10.0,14.0,34.0,0.0706235884450123,0.05
0,9.0,10.0,15.0,35.0,0.07015101721064577,0.05
0,9.0,10.0,16.0,36.0,0.0661775258100497,0.05
0,9.0,10.0,17.0,35.0,0.0636672454339047,0.05
0,9.0,10.0,18.0,33.0,0.06470161024852827,0.05
0,9.0,10.0,19.0,32.0,0.06529045276663004,0.05
0,9.0,10.0,20.0,31.0,0.0662001533605716,0.05
0,9.0,10.0,21.0,30.0,0.063561839100214,0.05
0,9.0,10.0,22.0,30.0,0.06310450720341367,0.05
0,9.0,10.0,23.0,31.0,0.059657258100841395,0.05
0,9.0,10.0,24.0,31.0,0.0552041061608675,0.05
0,9.0,10.0,25.0,31.0,0.056876045212673323,0.05
0,9.0,10.0,26.0,31.0,0.05333453455946861,0.05
0,9.0,10.0,27.0,30.0,0.04897672208665356,0.05
0,9.0,10.0,28.0,30.0,0.04972517171387958,0.05
0,9.0,10.0,29.0,29.0,0.04850064271208463,0.05
0,15.0,10.0,2.0,65.0,0.18730697482895836,0.05
0,9.0,10.0,3.0,53.0,0.15430548313479375,0.05
0,9.0,10.0,4.0,44.0,0.12206180920058508,0.05
0,9.0,10.0,5.0,44.0,0.1257083235467016,0.05
0,9.0,10.0,6.0,42.0,0.11118879694945563,0.05
0,9.0,10.0,7.0,40.0,0.10076329430605749,0.05
0,9.0,10.0,8.0,41.0,0.09929066222573758,0.05
0,9.0,10.0,9.0,40.0,0.09342941287910822,0.05
0,9.0,10.0,10.0,43.0,0.08480219164981889,0.05
0,9.0,10.0,11.0,40.0,0.07841349765495172,0.05
0,9.0,10.0,12.0,38.0,0.0788455881178668,0.05
0,9.0,10.0,13.0,35.0,0.07089386582888557,0.05
0,9.0,10.0,14.0,33.0,0.06604412155480704,0.05
0,9.0,10.0,15.0,33.0,0.06487272106222346,0.05
0,9.0,10.0,16.0,33.0,0.06577299370007159,0.05
0,9.0,10.0,17.0,33.0,0.06091285939972053,0.05
0,9.0,10.0,18.0,32.0,0.06139557129425854,0.05
0,9.0,10.0,19.0,31.0,0.05712161927599259,0.05
0,9.0,10.0,20.0,31.0,0.05681629876723564,0.05
0,9.0,10.0,21.0,31.0,0.056013827636652566,0.05
0,9.0,10.0,22.0,30.0,0.05622552916436037,0.05
0,9.0,10.0,23.0,31.0,0.0533673481062639,0.05
0,9.0,10.0,24.0,31.0,0.04907683248282438,0.05
0,9.0,10.0,25.0,30.0,0.052826828955951664,0.05
0,9.0,10.0,26.0,30.0,0.05011406035603475,0.05
0,9.0,10.0,27.0,30.0,0.05105075288676893,0.05
0,9.0,10.0,28.0,30.0,0.04819747330154292,0.05
0,9.0,10.0,29.0,32.0,0.047206834903676276,0.05
0,9.0,10.0,30.0,31.0,0.04760765427082074,0.05
0,16.0,10.0,2.0,84.0,0.2088152778190902,0.05
0,9.0,10.0,3.0,62.0,0.16287454863968742,0.05
0,9.0,10.0,4.0,48.0,0.14030443659873282,0.05
0,9.0,10.0,5.0,47.0,0.11360229644512983,0.05
0,9.0,10.0,6.0,44.0,0.10527359590105237,0.05
0,9.0,10.0,7.0,45.0,0.09724756198968078,0.05
0,9.0,10.0,8.0,39.0,0.08693175589307846,0.05
0,9.0,10.0,9.0,38.0,0.0796749421888895,0.05
0,9.0,10.0,10.0,37.0,0.07632521416337672,0.05
0,9.0,10.0,11.0,36.0,0.07024699201757857,0.05
