,s,MaxDev,Procrustes
0,3.0,0.031195400750267884,0.3424099930960009
0,4.0,0.023925521473641163,0.21601491299619582
0,5.0,0.02473937215494668,0.1757251988544963
0,6.0,0.023014075691533506,0.1630955340335699
0,7.0,0.021733950024256363,0.15598734880202433
0,8.0,0.020784020772993166,0.13381802889580294
0,9.0,0.021594333843964128,0.1318566653765681
0,10.0,0.019474571862731816,0.10236972954315281
0,11.0,0.018335955843802553,0.13412524524273983
0,12.0,0.017881568753483307,0.1309164367603723
0,13.0,0.017132256864353396,0.1467714538225957
0,14.0,0.017102156683671047,0.1279038644038532
0,15.0,0.016642758265661417,0.13204073346084869
0,16.0,0.015191669533421692,0.10175489103176695
0,17.0,0.015976274433948858,0.11684072214352033
0,18.0,0.015877883279365578,0.0925769284228982
0,19.0,0.016294474581416914,0.09006159626089832
0,20.0,0.014863588994980814,0.08221318297358209
0,21.0,0.013759955501088304,0.06275018686350739
0,22.0,0.012948032378097584,0.053380578901411575
0,23.0,0.011640383430912874,0.044160521878969
0,24.0,0.011337415045510108,0.04318793105852465
0,25.0,0.010674150327026634,0.04227742553873021
0,1.0,0.06053386905460463,1.3353525652143208
0,2.0,0.0343200873792554,0.37045616734968484
0,3.0,0.028417070816531272,0.515280804775927
0,4.0,0.03183475144518516,0.41396776024350157
0,5.0,0.026743067514112113,0.2960971041776972
0,6.0,0.02208919743283651,0.26291180428395033
0,7.0,0.02191377371663893,0.23300679017116002
0,8.0,0.02132892599884397,0.19100951014184853
0,9.0,0.017016430739832913,0.1275039546111327
0,10.0,0.015230383781620652,0.10294800390273892
0,11.0,0.016035299028266108,0.09474580485924168
0,12.0,0.014285630848935959,0.07291274654445351
0,13.0,0.015017818365943812,0.0725084176268244
0,14.0,0.013660695515265239,0.058282811003926537
0,15.0,0.012051920049488893,0.05000939670660957
0,16.0,0.012453442909026877,0.06277118043762828
0,17.0,0.012122899249082929,0.0528770248821777
0,18.0,0.013687266363583757,0.06472578596024962
0,19.0,0.013491773310484076,0.06553654439663026
0,20.0,0.013200990787228329,0.07031366883029495
0,21.0,0.012627286681800498,0.059228562346039855
0,22.0,0.012571462710241352,0.05964891514618416
0,23.0,0.011977989159932806,0.05793101764855534
0,24.0,0.012106309692212078,0.054132304173183154
0,25.0,0.01067415032703373,0.04227742553879033
0,1.0,0.06119676256276848,0.6674831595844513
0,2.0,0.027879052490822495,0.24425336800911995
0,3.0,0.022743582791442216,0.22994480109098647
0,4.0,0.02515314218849697,0.32185396882896705
0,5.0,0.0198050171785024,0.15358456881777616
0,6.0,0.01929770765823821,0.12781357313287872
0,7.0,0.017875173023148345,0.1505255098342234
0,8.0,0.017951712019732433,0.13312679945634448
0,9.0,0.017460415354854254,0.08937596983582417
0,10.0,0.015188944592938878,0.0781079356772133
0,11.0,0.017072549286249933,0.10673953994924143
0,12.0,0.0156339772319547,0.09279395438841888
0,13.0,0.013578982896954113,0.06259188134355478
0,14.0,0.013642810956782778,0.05653326180428469
0,15.0,0.013112835507299546,0.05930347960686127
0,16.0,0.012007612530330568,0.04607960677096234
0,17.0,0.01155798059069309,0.04561002536003486
0,18.0,0.011647228578164092,0.04152782388985255
0,19.0,0.01370992442404521,0.04927092086449356
0,20.0,0.012170274496823254,0.04419119224798304
0,21.0,0.012081577769890944,0.04528119844158543
0,22.0,0.011084705001214893,0.03976341250793422
0,23.0,0.010159263449973768,0.03852411898635813
0,24.0,0.010127514418483412,0.04277885685553029
0,25.0,0.010674150327024621,0.04227742553880039
0,1.0,0.0910382219932112,1.2568552349771822
0,2.0,0.04316499167613389,0.44156900292259976
0,3.0,0.03234430324837918,0.3499654832772684
0,4.0,0.02679308540164787,0.21145028448195263
0,5.0,0.02301603584765265,0.14686655322526213
0,6.0,0.021107129464006863,0.14121379308412307
0,7.0,0.018136027734460634,0.1912305313944008
0,8.0,0.0165028259503436,0.17442272496785005
0,9.0,0.016801829039800396,0.13194215150860536
0,10.0,0.01665944972393049,0.12940064379261548
0,11.0,0.016187345515792057,0.11789348761737577
0,12.0,0.014745727089754915,0.11905804286145723
0,13.0,0.01590529277156433,0.11011603064118601
0,14.0,0.013506552761405348,0.08275755366930468
0,15.0,0.013215623036504472,0.08019644790049041
0,16.0,0.012485775697992812,0.08176337004253795
0,17.0,0.012477587716932352,0.06711314929941183
0,18.0,0.010637389804165504,0.0514595366400685
0,19.0,0.01143860904266169,0.050317229238346854
0,20.0,0.011108786545529072,0.040353475223378135
0,21.0,0.012489969037661187,0.04491388663446648
0,22.0,0.012880497310776309,0.04554261025462704
0,23.0,0.012752153987677109,0.046510981026096555
0,24.0,0.011703936569150667,0.0435678218032105
0,25.0,0.01067415032703161,0.04227742553888025
0,1.0,0.07443254504102408,1.2693468638543006
0,2.0,0.05360106012609354,0.9349919391009172
0,3.0,0.040326650094295924,0.7586164938102475
0,4.0,0.031614135030386896,0.4745368176225446
0,5.0,0.02507482582872034,0.315490316756355
0,6.0,0.02286443414018068,0.23174821065110737
0,7.0,0.02059389092714449,0.18084066952133337
0,8.0,0.02113442693945574,0.1640803421553017
0,9.0,0.01814381076583641,0.12595627839507428
0,10.0,0.01754584474132366,0.10094690957393163
0,11.0,0.01350384911383702,0.07192070634613129
0,12.0,0.014825866259371871,0.06743229406084712
0,13.0,0.012848618660493891,0.04853549471972542
0,14.0,0.012745365214482047,0.04542839773847376
0,15.0,0.011691097796351475,0.061067068118711335
0,16.0,0.01091238952800492,0.0669224270781127
0,17.0,0.011201542981103126,0.07570101262210316
0,18.0,0.01109778392425994,0.0651697895015658
0,19.0,0.011399634742868826,0.06020884835996717
0,20.0,0.011332813293979865,0.05121881288260073
0,21.0,0.011589480602184727,0.052035783534899405
0,22.0,0.011312143767133128,0.05053107087632671
0,23.0,0.011316096499930718,0.05155766826278566
0,24.0,0.010286487053687723,0.04129585310733851
0,25.0,0.01067415032704054,0.04227742553879321
0,1.0,0.051890347955231106,0.46257311447292476
0,2.0,0.0387621039272347,0.2997922831456744
0,3.0,0.02879229866990843,0.17481858420412774
0,4.0,0.02253374786354135,0.10884181050758127
0,5.0,0.023652882178202703,0.14754967073513972
0,6.0,0.023580213803529478,0.13365708008711835
0,7.0,0.01727072473017028,0.07597606501366573
0,8.0,0.01703825249284055,0.07002360048033522
0,9.0,0.016589413740441195,0.09101844072720076
0,10.0,0.013925800250341855,0.06367376436217025
0,11.0,0.014677844568809316,0.06061650868826014
0,12.0,0.014281866377189685,0.05561870735995494
0,13.0,0.015501511852237242,0.0728217854044179
0,14.0,0.014602081710954824,0.08714958152544508
0,15.0,0.012670536098297668,0.07745455719951881
0,16.0,0.010334976220524926,0.06753007876735413
0,17.0,0.011991193703269721,0.07100677335355748
0,18.0,0.010644165189584009,0.05627416959805198
0,19.0,0.0116986970849479,0.055436846097024345
0,20.0,0.0110515671851849,0.06134927118622214
0,21.0,0.011230220820567892,0.05786565812023975
0,22.0,0.011572598882557489,0.059631996853621666
0,23.0,0.010390345350420938,0.05225065565290624
0,24.0,0.011471531206874042,0.05026448325430254
0,25.0,0.010674150326990586,0.04227742553893741
0,1.0,0.06053386905373116,1.335352565214776
0,2.0,0.038650237496047304,0.49701697752319435
0,3.0,0.03406841138952072,0.26755234842899367
0,4.0,0.025803649562590028,0.2336873803800301
0,5.0,0.018001464490678937,0.1264176645750905
0,6.0,0.01914443716051003,0.13838792057029609
0,7.0,0.01487969241951333,0.0847628331798274
0,8.0,0.014781053021021763,0.07952993184360992
0,9.0,0.014142268628499145,0.09334471294228153
0,10.0,0.01316460342852488,0.07551340263782622
0,11.0,0.014200686416886057,0.07035961456525505
0,12.0,0.014544194369341252,0.05948852985184691
0,13.0,0.015836338342692022,0.07663431773204406
0,14.0,0.01276172293710223,0.06497411472867094
0,15.0,0.012301637839434908,0.07160825550178379
0,16.0,0.011727022983568635,0.06129441015137018
0,17.0,0.011368513659620778,0.04565497129924957
0,18.0,0.010828497072766306,0.04309640890916433
0,19.0,0.011360562306908979,0.04401961893863163
0,20.0,0.011091276400179283,0.03591081897383806
0,21.0,0.010310840064150013,0.034250368091483026
0,22.0,0.010693937792461434,0.03608912315352251
0,23.0,0.010463518737865475,0.030036932457609855
0,24.0,0.010978568985575109,0.03842859252117968
0,25.0,0.010674150327030915,0.04227742553889939
0,1.0,0.05741796911548883,0.5613060550653097
0,2.0,0.06140168921497968,0.304526689431793
0,3.0,0.0388609154504948,0.20746034023650975
0,4.0,0.030637601250678093,0.15262324300455715
0,5.0,0.02304664335820562,0.1867945631423254
0,6.0,0.019310228295120666,0.17306901565730431
0,7.0,0.021400440727711516,0.14000063938571244
0,8.0,0.017524289222735058,0.12470114016470667
0,9.0,0.01676376097300024,0.11100161509689589
0,10.0,0.018973618488108947,0.13781446854768484
0,11.0,0.01849619889877673,0.14559590514763293
0,12.0,0.017402495587880637,0.13884414402100778
0,13.0,0.017559694880779193,0.14250783490535826
0,14.0,0.014748063934897452,0.10555661720872277
0,15.0,0.01418864892064249,0.09759818047501653
0,16.0,0.015517463266224744,0.1040769713676621
0,17.0,0.01430554765117404,0.09408002904199564
0,18.0,0.013479358053527466,0.08507526795872783
0,19.0,0.013251448246010364,0.0674424136076181
0,20.0,0.012192588409572666,0.056959373279035254
0,21.0,0.011991398321233712,0.06463504273096161
0,22.0,0.011940202362705609,0.052733183563749744
0,23.0,0.012154836732212503,0.0543394084137648
0,24.0,0.011337415045511298,0.043187931058805425
0,25.0,0.010674150327029223,0.0422774255390057
0,1.0,0.04813033325819365,0.6145766536475449
0,2.0,0.028878151110339676,0.3494843082990154
0,3.0,0.025888028250526482,0.21561351998919237
0,4.0,0.02502691769738852,0.19056204762099718
0,5.0,0.025894133200890602,0.14927805099202854
0,6.0,0.02358565776383459,0.1319374443630013
0,7.0,0.021792794016131923,0.12916088292317363
0,8.0,0.02371198382218379,0.1476539853810749
0,9.0,0.022695669285306565,0.12383743362188744
0,10.0,0.019495391432046056,0.10093572666981275
0,11.0,0.01613899570091255,0.07610567967711741
0,12.0,0.016960760834961824,0.07420200220429214
0,13.0,0.014359304686992258,0.0667358603829065
0,14.0,0.013207907953036082,0.06721891110896977
0,15.0,0.012864470369185406,0.06322119645093298
0,16.0,0.013258173919557059,0.07051014311985823
0,17.0,0.013447156518857743,0.06317492447015612
0,18.0,0.012131990906766567,0.06100375406713936
0,19.0,0.01244910846352589,0.05532979913782958
0,20.0,0.013568518407449345,0.06508452232193733
0,21.0,0.013508156883913104,0.06166735243033657
0,22.0,0.014169737653183712,0.061943792461222426
0,23.0,0.012563059826987716,0.05011065234511091
0,24.0,0.010978568985611586,0.03842859252127606
0,25.0,0.010674150327047466,0.04227742553903134
0,1.0,0.11706926327797665,0.695636145928766
0,2.0,0.05538835729293852,0.6095280184718259
0,3.0,0.03945359879487153,0.3116329672802292
0,4.0,0.03847511981581856,0.15899435608064225
0,5.0,0.03283882542362951,0.10375601799238869
0,6.0,0.029331235525985905,0.0951243414658803
0,7.0,0.02462776503640059,0.08238722714312414
0,8.0,0.020509629717765796,0.07413116478074469
0,9.0,0.01911373842891958,0.06261080641012431
0,10.0,0.016551792919493737,0.0523733621491893
0,11.0,0.014757979371738304,0.051742661686975173
0,12.0,0.01449628885277106,0.05416900587535547
0,13.0,0.013252399622080845,0.05000741042235303
0,14.0,0.011703766721865717,0.04270989555436856
0,15.0,0.011263284385045744,0.04378206439682025
0,16.0,0.009975863195019126,0.03746623826987945
0,17.0,0.009342880707369067,0.03299854552228041
0,18.0,0.009158466231446418,0.031724504867233674
0,19.0,0.009778761800972443,0.03520186377430937
0,20.0,0.00976550016696943,0.034013914414032384
0,21.0,0.010084732147452717,0.03959632580727437
0,22.0,0.009695261488785535,0.04426414310163495
0,23.0,0.01100531631702746,0.049100586771251134
0,24.0,0.011471531206892885,0.050264483254502106
0,25.0,0.010674150327000212,0.0422774255390729
0,1.0,0.09000176348471205,1.2313277668932034
0,2.0,0.0502310010577559,0.6624504527175761
0,3.0,0.02984885733957112,0.43882902203549196
0,4.0,0.02743965743386213,0.31698791957917755
0,5.0,0.022693403630361382,0.2608114818445273
0,6.0,0.020292339063965888,0.1812215340965406
0,7.0,0.017631597534027623,0.1580080764173639
0,8.0,0.015098768551258905,0.10390818353129633
0,9.0,0.013245676898902655,0.07452522956734539
0,10.0,0.01059902510967181,0.0523453894942635
0,11.0,0.010915028444479261,0.04827003656282392
0,12.0,0.010498272441849168,0.037736838347492495
0,13.0,0.010485242323856846,0.035580183528459694
0,14.0,0.010469775396685877,0.0349374921021781
0,15.0,0.009801057151319905,0.02920926865371154
0,16.0,0.009702029258972943,0.03047974447946643
0,17.0,0.00916885553642006,0.029510495806805516
0,18.0,0.00905917633077629,0.03484680336891701
0,19.0,0.009858929103103365,0.03407631957531916
0,20.0,0.010076750971808282,0.025955639716515017
0,21.0,0.009803697005382748,0.025152722405558804
0,22.0,0.010041800131487968,0.028068199528199275
0,23.0,0.01020924555237529,0.03632072716923163
0,24.0,0.011337415045495581,0.043187931058893
0,25.0,0.010674150327021592,0.0422774255390217
0,1.0,0.04886578859375522,0.7513132833480589
0,2.0,0.024462247913591844,0.35970804520897454
0,3.0,0.022612459441946547,0.22750588657348134
0,4.0,0.026798928121847688,0.25927872178650757
0,5.0,0.02120739223606182,0.2581002909505448
0,6.0,0.021100777111417883,0.23839884508418116
0,7.0,0.021240792425891494,0.18049411364512516
0,8.0,0.021740275966780305,0.1590110130862901
0,9.0,0.019716363995323137,0.16668690790137997
0,10.0,0.01882188205979146,0.11162541911440496
0,11.0,0.01593145920548422,0.08919505769622613
0,12.0,0.016158347868263895,0.07867649827459694
0,13.0,0.01266139020858005,0.0611668583941092
0,14.0,0.011452573067273,0.05818280555987021
0,15.0,0.009989346379733255,0.04349879585308585
0,16.0,0.011848428143227126,0.043728435726640126
0,17.0,0.012402583642676287,0.04430133897547699
0,18.0,0.012884803897019462,0.04669567839014964
0,19.0,0.01294743143980158,0.04346325142677032
0,20.0,0.012959132058414204,0.0406185610455338
0,21.0,0.011671352733741168,0.038867722191551525
0,22.0,0.010664557977755241,0.034283383654060924
0,23.0,0.010682054856881335,0.0434003530634522
0,24.0,0.01093674749907327,0.042655291582156474
0,25.0,0.010674150327025718,0.042277425539097906
0,1.0,0.09000176348431053,1.2313277668931197
0,2.0,0.0465453531092078,1.0390303849538405
0,3.0,0.03143784236738728,0.5066228577070528
0,4.0,0.024223384180952663,0.23724089130843842
0,5.0,0.01920906406203595,0.15196227862880476
0,6.0,0.015545330888263343,0.1261716920491956
