,s,MaxDev,Procrustes
0,7.0,0.013417340411121387,0.09052965182809955
0,8.0,0.012164001066016936,0.08505371341186622
0,9.0,0.011984114214013563,0.10177909749650638
0,10.0,0.010730835523814968,0.08785119920373102
0,11.0,0.011095437868150183,0.0725466439275908
0,12.0,0.01320131361085928,0.0612844254209527
0,13.0,0.013629282288787325,0.06682183207965794
0,14.0,0.012100667886755411,0.04961252758820271
0,15.0,0.01230110293847044,0.04543948984503525
0,16.0,0.011462433809853406,0.04290767130725685
0,17.0,0.011921982254274138,0.03923979602603625
0,18.0,0.010711156724439251,0.03542771533959874
0,19.0,0.010745321875685703,0.03550147005017576
0,20.0,0.010772191863178513,0.03635771923454771
0,21.0,0.010158128040683364,0.031172437882199734
0,22.0,0.009766937332198723,0.03486068037223198
0,23.0,0.010741144118870793,0.04530320848476389
0,24.0,0.011603593704151796,0.0527502258082917
0,25.0,0.01067415032703912,0.0422774255392892
0,1.0,0.048865788593585036,0.7513132833480023
0,2.0,0.046381810316633014,0.23163190508948886
0,3.0,0.02971674164029605,0.16551928608341177
0,4.0,0.021627631849363702,0.13600365392229347
0,5.0,0.026926628560951918,0.15150990077172072
0,6.0,0.019454372767541566,0.09271116962474299
0,7.0,0.022831741341978094,0.11403539488765359
0,8.0,0.018106172460836706,0.12391842871036844
0,9.0,0.01876279012802094,0.09291118042882472
0,10.0,0.017957876244427295,0.06491716788948342
0,11.0,0.018873985790153862,0.08305920441122286
0,12.0,0.014861284513806224,0.0629969243773734
0,13.0,0.015274759887295125,0.06182095436045974
0,14.0,0.014104181934889666,0.0441576477208492
0,15.0,0.014042324239339108,0.04133355944784052
0,16.0,0.012284250745575685,0.03711570812404836
0,17.0,0.012092531077604784,0.04828470005787007
0,18.0,0.012743231954394734,0.047546705423481404
0,19.0,0.014164839900675236,0.04907127743106391
0,20.0,0.013674560574874425,0.04506667046371056
0,21.0,0.01221084496708624,0.03531743826860089
0,22.0,0.01117956114907005,0.03131947795696535
0,23.0,0.010463518737890342,0.03003693245780486
0,24.0,0.010655912263627849,0.03323463888954864
0,25.0,0.010674150327037857,0.042277425539243685
0,1.0,0.05741796911547516,0.5613060550656159
0,2.0,0.036056156178062605,0.42279321200551945
0,3.0,0.026169430014351167,0.20803951904241505
0,4.0,0.027223751164007503,0.17033874463724705
0,5.0,0.02275739148987965,0.1733885096506343
0,6.0,0.017166337928627744,0.142832757542309
0,7.0,0.01751460471393046,0.17886555232179893
0,8.0,0.015004354512457293,0.13338148335663738
0,9.0,0.013344567707748025,0.10858955904147635
0,10.0,0.011701235332757774,0.08233469507115847
0,11.0,0.010765047367712083,0.07525735982513666
0,12.0,0.009164984262438084,0.050958497792828183
0,13.0,0.010088415365705485,0.04935730365845693
0,14.0,0.009892392909427493,0.059325621193279304
0,15.0,0.009987830271391475,0.0580806221666352
0,16.0,0.010187511318081313,0.05816141685109753
0,17.0,0.01008562464960953,0.051653083428597396
0,18.0,0.011182319625593172,0.048524178145103736
0,19.0,0.011549404118991805,0.05301466568351307
0,20.0,0.011159116742131369,0.04600397083421496
0,21.0,0.010157584368463361,0.04006581818571739
0,22.0,0.011279029442930596,0.045941153524499435
0,23.0,0.010741144118846767,0.04530320848491126
0,24.0,0.011603593704137823,0.05275022580846641
0,25.0,0.010674150327033272,0.04227742553942765
0,1.0,0.05524668371456749,1.3864671900976173
0,2.0,0.04291130301215245,0.4757257763529673
0,3.0,0.028209063130884622,0.3582380375881445
0,4.0,0.0307336419404677,0.2731051720822962
0,5.0,0.0240887163980182,0.19684531618375029
0,6.0,0.015073564337084615,0.08230643813468566
0,7.0,0.012852489225572757,0.06293675574246403
0,8.0,0.011279362386412837,0.06311775229298736
0,9.0,0.016355297357092197,0.057111552079379534
0,10.0,0.015222537853477453,0.05788544956313155
0,11.0,0.013252846645861877,0.049297068307685044
0,12.0,0.011185743279020163,0.04411582322179139
0,13.0,0.010517185776856513,0.04500379389718923
0,14.0,0.0123025739968863,0.04705653307143442
0,15.0,0.011370538760584248,0.046206087748775375
0,16.0,0.012525478875352321,0.05989725925659597
0,17.0,0.013630656206700691,0.06399414853676828
0,18.0,0.013811483390627086,0.06463528230948154
0,19.0,0.013372256518940603,0.0606395336584316
0,20.0,0.011430558623596224,0.04620524903177732
0,21.0,0.011752668732149977,0.046065841209578406
0,22.0,0.011474987435241554,0.05057477542634804
0,23.0,0.00994722444120192,0.04219002503986499
0,24.0,0.01057013239959005,0.04148771190013814
0,25.0,0.010674150327032577,0.04227742553941424
0,1.0,0.039948939065616106,0.6381470273911497
0,2.0,0.036836365704813044,0.40755265855882306
0,3.0,0.03176180204258687,0.3800652103433973
0,4.0,0.02244216674335337,0.17485821160586779
0,5.0,0.020686230847048005,0.1374238964413377
0,6.0,0.017528880820804945,0.0907853440980741
0,7.0,0.014528632458274616,0.07582043462392062
0,8.0,0.013162533716053887,0.06276323072095255
0,9.0,0.011312479669518746,0.04796635600992686
0,10.0,0.011632846460560705,0.0607259301315661
0,11.0,0.012749045949293913,0.06811924578417188
0,12.0,0.013860748263343282,0.0620568136252714
0,13.0,0.012086718040483654,0.05210187338251817
0,14.0,0.010862077509764118,0.05038530429272398
0,15.0,0.01167245750793283,0.047985894345407724
0,16.0,0.010906452944600605,0.04880653916882501
0,17.0,0.011025964622405385,0.05627315046188194
0,18.0,0.01235095793700973,0.0642688096980626
0,19.0,0.010993120987930432,0.04924308398859825
0,20.0,0.010681387863423097,0.046556527043909376
0,21.0,0.010865989479786958,0.042176883959436494
0,22.0,0.012139634042593836,0.048876577643244205
0,23.0,0.010325676814072014,0.04006846282037638
0,24.0,0.010570132399590435,0.041487711900114826
0,25.0,0.010674150327033899,0.04227742553938232
0,1.0,0.05428285696481636,2.050548368101861
0,2.0,0.03160107654042693,0.5584987076782402
0,3.0,0.02889085530014422,0.6452108055808916
0,4.0,0.030999954186505838,0.5226080799625501
0,5.0,0.025004647913531765,0.2852414845777
0,6.0,0.026541491096219682,0.28944907586898366
0,7.0,0.02280261875839126,0.22680207964264598
0,8.0,0.02178679179696016,0.14992227059179805
0,9.0,0.021072399718941252,0.13471674831360017
0,10.0,0.017630401362781777,0.08962626440704818
0,11.0,0.015927278831596732,0.08491647306794459
0,12.0,0.014732307035903346,0.09331286638042424
0,13.0,0.015757508863660067,0.08968833005504533
0,14.0,0.016629169923453167,0.1016573166654384
0,15.0,0.015120245672217777,0.09990517151087168
0,16.0,0.015230021924448615,0.09888638454428886
0,17.0,0.013735032168355537,0.0941208285827615
0,18.0,0.015685240366252334,0.1057815354366506
0,19.0,0.013911667903489137,0.08170328833766727
0,20.0,0.01243700233856563,0.07067618292628045
0,21.0,0.012409386075489937,0.06396358875500048
0,22.0,0.012062064985099772,0.058922951755612143
0,23.0,0.010613796790629607,0.050462418948188724
0,24.0,0.011471531206904253,0.05026448325475025
0,25.0,0.010674150327008464,0.04227742553932947
0,1.0,0.07189203257760035,1.4320316275604486
0,2.0,0.037581406503465496,0.4803010788775702
0,3.0,0.028747078318096777,0.3745613505688664
0,4.0,0.021621213050438123,0.31704630970728226
0,5.0,0.02345437761107561,0.2879536040629407
0,6.0,0.019575484605924818,0.2532030678025157
0,7.0,0.014481057148158522,0.17327511265561354
0,8.0,0.016346646477039976,0.11743902215845012
0,9.0,0.01437064448253505,0.11162016090898676
0,10.0,0.016910781032676604,0.10680174882074918
0,11.0,0.015025333101312053,0.08023742576598751
0,12.0,0.012897244046649887,0.06577621724136676
0,13.0,0.011495055173736576,0.06505257735224045
0,14.0,0.011681768762074822,0.05551301080214151
0,15.0,0.009963113140059411,0.055000319390729836
0,16.0,0.009899825626007936,0.05864410233206529
0,17.0,0.008584175680606616,0.05174952491187845
0,18.0,0.009886599263605193,0.0683392927850793
0,19.0,0.010170033237585857,0.06436839573424644
0,20.0,0.010620053477343388,0.05726378057693129
0,21.0,0.011534524709947333,0.05457426292029696
0,22.0,0.011258022181886321,0.055110709738196165
0,23.0,0.011267570224279778,0.0464579992605434
0,24.0,0.009737609226199368,0.03620156824833383
0,25.0,0.010674150327018544,0.042277425539334786
